interaction_id	source_key	bacterium	strain	phage	bacterium_genome_linked	bacterium_reference_or_genome_linked	phage_genome_linked	pair_genome_ready	pair_hybrid_ready	dataset_tier
peng2025_9_vb_kp_xp4_eop	Peng2025_vB_Kp_XP4	Klebsiella pneumoniae	XP4_panel_9	vB_Kp_XP4	False	True	True	False	True	tier2_proxy_host_exact_phage
peng2025_10_vb_kp_xp4_eop	Peng2025_vB_Kp_XP4	Klebsiella pneumoniae	XP4_panel_10	vB_Kp_XP4	False	True	True	False	True	tier2_proxy_host_exact_phage
peng2025_11_vb_kp_xp4_eop	Peng2025_vB_Kp_XP4	Klebsiella pneumoniae	XP4_panel_11	vB_Kp_XP4	False	True	True	False	True	tier2_proxy_host_exact_phage
peng2025_12_vb_kp_xp4_eop	Peng2025_vB_Kp_XP4	Klebsiella pneumoniae	XP4_panel_12	vB_Kp_XP4	False	True	True	False	True	tier2_proxy_host_exact_phage
peng2025_13_vb_kp_xp4_eop	Peng2025_vB_Kp_XP4	Klebsiella pneumoniae	XP4_panel_13	vB_Kp_XP4	False	True	True	False	True	tier2_proxy_host_exact_phage
peng2025_14_vb_kp_xp4_eop	Peng2025_vB_Kp_XP4	Klebsiella pneumoniae	XP4_panel_14	vB_Kp_XP4	False	True	True	False	True	tier2_proxy_host_exact_phage
peng2025_15_vb_kp_xp4_eop	Peng2025_vB_Kp_XP4	Klebsiella pneumoniae	XP4_panel_15	vB_Kp_XP4	False	True	True	False	True	tier2_proxy_host_exact_phage
peng2025_16_vb_kp_xp4_eop	Peng2025_vB_Kp_XP4	Klebsiella pneumoniae	XP4_panel_16	vB_Kp_XP4	False	True	True	False	True	tier2_proxy_host_exact_phage
peng2025_17_vb_kp_xp4_eop	Peng2025_vB_Kp_XP4	Klebsiella pneumoniae	XP4_panel_17	vB_Kp_XP4	False	True	True	False	True	tier2_proxy_host_exact_phage
peng2025_18_vb_kp_xp4_eop	Peng2025_vB_Kp_XP4	Klebsiella pneumoniae	XP4_panel_18	vB_Kp_XP4	False	True	True	False	True	tier2_proxy_host_exact_phage
peng2025_19_vb_kp_xp4_eop	Peng2025_vB_Kp_XP4	Klebsiella pneumoniae	XP4_panel_19	vB_Kp_XP4	False	True	True	False	True	tier2_proxy_host_exact_phage
peng2025_20_vb_kp_xp4_eop	Peng2025_vB_Kp_XP4	Klebsiella pneumoniae	XP4_panel_20	vB_Kp_XP4	False	True	True	False	True	tier2_proxy_host_exact_phage
