interaction_id	source_key	bacterium	strain	phage	bacterium_genome_linked	bacterium_reference_or_genome_linked	phage_genome_linked	pair_genome_ready	pair_hybrid_ready	dataset_tier
pa14_jbd18_plaque	Cady2012_PA14_CRISPR	Pseudomonas aeruginosa	PA14	JBD18	True	True	True	True	True	tier1_exact_pair
pa14_jbd25_plaque	Cady2012_PA14_CRISPR	Pseudomonas aeruginosa	PA14	JBD25	True	True	True	True	True	tier1_exact_pair
pa14_jbd67_plaque	Cady2012_PA14_CRISPR	Pseudomonas aeruginosa	PA14	JBD67	True	True	True	True	True	tier1_exact_pair
dgcc7710_s4_2972_eop	Magadan2012_CRISPR3	Streptococcus thermophilus	DGCC7710_phi2972_plus_S4	2972	True	True	True	True	True	tier1_exact_pair
dgcc7710_s85_2972_eop	Magadan2012_CRISPR3	Streptococcus thermophilus	DGCC7710_phi2972_plus_S85	2972	True	True	True	True	True	tier1_exact_pair
dgcc7710_s73_2972_eop	Magadan2012_CRISPR3	Streptococcus thermophilus	DGCC7710_phi2972_plus_S73	2972	True	True	True	True	True	tier1_exact_pair
dgcc7710_s77_2972_eop	Magadan2012_CRISPR3	Streptococcus thermophilus	DGCC7710_phi2972_plus_S77	2972	True	True	True	True	True	tier1_exact_pair
dgcc7710_s79_2972_eop	Magadan2012_CRISPR3	Streptococcus thermophilus	DGCC7710_phi2972_plus_S79	2972	True	True	True	True	True	tier1_exact_pair
dgcc7710_s81_2972_eop	Magadan2012_CRISPR3	Streptococcus thermophilus	DGCC7710_phi2972_plus_S81	2972	True	True	True	True	True	tier1_exact_pair
dgcc7710_s82_2972_eop	Magadan2012_CRISPR3	Streptococcus thermophilus	DGCC7710_phi2972_plus_S82	2972	True	True	True	True	True	tier1_exact_pair
dgcc7710_s61_s85_2972_eop	Magadan2012_CRISPR3	Streptococcus thermophilus	DGCC7710_phi2972_plus_S61_S85	2972	True	True	True	True	True	tier1_exact_pair
dgcc7710_s75_s86_2972_eop	Magadan2012_CRISPR3	Streptococcus thermophilus	DGCC7710_phi2972_plus_S75_S86	2972	True	True	True	True	True	tier1_exact_pair
dgcc7710_s61_s78_2972_eop	Magadan2012_CRISPR3	Streptococcus thermophilus	DGCC7710_phi2972_plus_S61_S78	2972	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_4_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_4	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_ecor_4_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_4	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_4_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_4	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_4_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_4	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_4_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_4	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_5_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_5	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_6_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_6	SU57	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_ecor_8_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_8	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_10_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_10	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_10_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_10	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_10_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_10	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_10_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_10	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_13_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_13	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_13_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_13	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_15_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_15	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_16_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_16	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_16_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_16	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_16_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_16	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_16_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_16	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_19_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_19	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_20_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_20	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_20_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_20	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_21_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_21	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_22_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_22	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_22_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_22	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_23_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_23	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_23_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_23	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_23_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_23	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_23_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_23	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_23_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_23	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_24_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_24	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_26_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_26	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_26_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_26	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_26_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_26	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_27_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_27	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_27_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_27	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_27_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_27	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_27_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_27	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_29_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_29	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_29_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_29	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_29_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_29	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_30_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_30	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_30_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_30	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_30_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_30	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_32_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_32	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_32_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_32	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_32_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_32	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_32_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_32	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_33_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_33	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_33_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_33	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_33_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_33	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_34_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_34	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_34_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_34	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_34_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_34	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_35_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_35	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_35_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_35	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_35_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_35	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_35_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_35	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_36_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_36	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_36_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_36	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_36_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_36	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_36_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_36	SU57	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_36_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_36	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_37_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_37	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_38_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_38	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_38_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_38	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_38_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_38	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_39_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_39	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_39_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_39	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_40_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_40	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_40_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_40	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_40_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_40	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_40_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_40	SU57	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_40_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_40	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_41_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_41	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_41_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_41	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_41_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_41	SU57	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_42_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_42	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_42_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_42	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_42_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_42	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_43_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_43	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_43_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_43	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_46_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_46	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_47_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_47	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_47_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_47	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_47_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_47	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_48_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_48	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_ecor_48_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_48	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_48_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_48	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_48_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_48	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_49_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_49	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_49_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_49	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_49_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_49	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_50_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_50	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_50_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_50	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_50_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_50	SU57	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_50_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_50	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_51_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_51	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_51_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_51	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_51_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_51	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_51_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_51	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_51_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_51	SU57	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_51_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_51	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_52_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_52	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_52_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_52	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_52_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_52	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_52_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_52	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_52_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_52	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_53_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_53	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_53_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_53	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_53_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_53	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_53_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_53	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_54_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_54	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_54_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_54	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_54_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_54	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_54_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_54	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_54_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_54	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_55_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_55	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_55_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_55	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_55_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_55	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_55_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_55	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_55_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_55	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_56_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_56	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_56_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_56	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_56_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_56	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_56_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_56	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_57_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_57	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_57_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_57	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_57_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_57	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_57_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_57	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_57_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_57	SU57	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_57_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_57	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_59_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_59	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_59_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_59	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_59_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_59	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_59_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_59	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_60_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_60	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_60_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_60	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_61_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_61	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_61_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_61	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_61_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_61	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_61_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_61	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_61_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_61	SU57	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_61_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_61	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_62_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_62	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_62_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_62	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_62_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_62	SU57	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_62_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_62	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_63_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_63	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_63_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_63	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_63_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_63	SU57	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_63_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_63	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_64_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_64	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_64_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_64	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_64_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_64	SU57	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_65_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_65	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_66_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_66	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_66_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_66	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_66_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_66	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_67_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_67	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_67_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_67	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_67_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_67	SU27	True	True	False	False	False	tier4_host_only_or_proxy
