source_key	bacterium	strain	query	candidate_rank	assembly_uid	assembly_accession	assembly_name	assembly_level	organism	ftp_path	reported_strain	review_status	notes
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_4	"""Escherichia coli""[Organism] AND ""ECOR 4""[All Fields]"	0								no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_5	"""Escherichia coli""[Organism] AND ""ECOR 5""[All Fields]"	0								no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_6	"""Escherichia coli""[Organism] AND ""ECOR 6""[All Fields]"	0								no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_8	"""Escherichia coli""[Organism] AND ""ECOR 8""[All Fields]"	0								no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_10	"""Escherichia coli""[Organism] AND ""ECOR 10""[All Fields]"	1	8023381	GCA_014451455.1	PDT000827746.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/451/455/GCA_014451455.1_PDT000827746.1	ECOR-10	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-10 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_10	"""Escherichia coli""[Organism] AND ""ECOR 10""[All Fields]"	2	6848751	GCA_012531155.1	PDT000619892.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/155/GCA_012531155.1_PDT000619892.1	ECOR-10	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_13	"""Escherichia coli""[Organism] AND ""ECOR 13""[All Fields]"	1	8030261	GCA_014464895.1	PDT000827749.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/895/GCA_014464895.1_PDT000827749.1	ECOR-13	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-13 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_13	"""Escherichia coli""[Organism] AND ""ECOR 13""[All Fields]"	2	6848731	GCA_012531095.1	PDT000619895.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/095/GCA_012531095.1_PDT000619895.1	ECOR-13	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_15	"""Escherichia coli""[Organism] AND ""ECOR 15""[All Fields]"	1	8030211	GCA_014464795.1	PDT000827751.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/795/GCA_014464795.1_PDT000827751.1	ECOR-15	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-15 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_15	"""Escherichia coli""[Organism] AND ""ECOR 15""[All Fields]"	2	6848691	GCA_012531055.1	PDT000619897.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/055/GCA_012531055.1_PDT000619897.1	ECOR-15	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_16	"""Escherichia coli""[Organism] AND ""ECOR 16""[All Fields]"	1	8030231	GCA_014464835.1	PDT000827752.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/835/GCA_014464835.1_PDT000827752.1	ECOR-16	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-16 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_16	"""Escherichia coli""[Organism] AND ""ECOR 16""[All Fields]"	2	6832141	GCA_012501855.1	PDT000619898.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/501/855/GCA_012501855.1_PDT000619898.1	ECOR-16	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_19	"""Escherichia coli""[Organism] AND ""ECOR 19""[All Fields]"	1	8030191	GCA_014464755.1	PDT000827755.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/755/GCA_014464755.1_PDT000827755.1	ECOR-19	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-19 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_20	"""Escherichia coli""[Organism] AND ""ECOR 20""[All Fields]"	1	8029541	GCA_014463485.1	PDT000827756.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/463/485/GCA_014463485.1_PDT000827756.1	ECOR-20	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-20 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_20	"""Escherichia coli""[Organism] AND ""ECOR 20""[All Fields]"	2	6849051	GCA_012531715.1	PDT000619902.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/715/GCA_012531715.1_PDT000619902.1	ECOR-20	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_21	"""Escherichia coli""[Organism] AND ""ECOR 21""[All Fields]"	1	8029451	GCA_014463305.1	PDT000827757.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/463/305/GCA_014463305.1_PDT000827757.1	ECOR-21	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-21 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_21	"""Escherichia coli""[Organism] AND ""ECOR 21""[All Fields]"	2	6849031	GCA_012531695.1	PDT000619903.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/695/GCA_012531695.1_PDT000619903.1	ECOR-21	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_22	"""Escherichia coli""[Organism] AND ""ECOR 22""[All Fields]"	1	6848991	GCA_012531625.1	PDT000619904.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/625/GCA_012531625.1_PDT000619904.1	ECOR-22	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-22 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_23	"""Escherichia coli""[Organism] AND ""ECOR 23""[All Fields]"	1	6848981	GCA_012531595.1	PDT000619905.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/595/GCA_012531595.1_PDT000619905.1	ECOR-23	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-23 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_24	"""Escherichia coli""[Organism] AND ""ECOR 24""[All Fields]"	1	8029181	GCA_014462765.1	PDT000827760.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/462/765/GCA_014462765.1_PDT000827760.1	ECOR-24	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-24 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_24	"""Escherichia coli""[Organism] AND ""ECOR 24""[All Fields]"	2	6849021	GCA_012531665.1	PDT000619906.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/665/GCA_012531665.1_PDT000619906.1	ECOR-24	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_26	"""Escherichia coli""[Organism] AND ""ECOR 26""[All Fields]"	1	8029491	GCA_014463375.1	PDT000827762.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/463/375/GCA_014463375.1_PDT000827762.1	ECOR-26	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-26 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_26	"""Escherichia coli""[Organism] AND ""ECOR 26""[All Fields]"	2	6848961	GCA_012531555.1	PDT000619908.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/555/GCA_012531555.1_PDT000619908.1	ECOR-26	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_27	"""Escherichia coli""[Organism] AND ""ECOR 27""[All Fields]"	1	8029221	GCA_014462845.1	PDT000827763.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/462/845/GCA_014462845.1_PDT000827763.1	ECOR-27	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-27 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_27	"""Escherichia coli""[Organism] AND ""ECOR 27""[All Fields]"	2	6849001	GCA_012531615.1	PDT000619909.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/615/GCA_012531615.1_PDT000619909.1	ECOR-27	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_29	"""Escherichia coli""[Organism] AND ""ECOR 29""[All Fields]"	1	8030141	GCA_014464655.1	PDT000827765.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/655/GCA_014464655.1_PDT000827765.1	ECOR-29	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-29 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_29	"""Escherichia coli""[Organism] AND ""ECOR 29""[All Fields]"	2	6848911	GCA_012531455.1	PDT000619911.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/455/GCA_012531455.1_PDT000619911.1	ECOR-29	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_30	"""Escherichia coli""[Organism] AND ""ECOR 30""[All Fields]"	1	6848951	GCA_012531535.1	PDT000619912.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/535/GCA_012531535.1_PDT000619912.1	ECOR-30	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-30 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_32	"""Escherichia coli""[Organism] AND ""ECOR 32""[All Fields]"	1	6848941	GCA_012531515.1	PDT000619914.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/515/GCA_012531515.1_PDT000619914.1	ECOR-32	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-32 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_33	"""Escherichia coli""[Organism] AND ""ECOR 33""[All Fields]"	1	6848921	GCA_012531475.1	PDT000619915.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/475/GCA_012531475.1_PDT000619915.1	ECOR-33	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-33 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_34	"""Escherichia coli""[Organism] AND ""ECOR 34""[All Fields]"	1	6848931	GCA_012531495.1	PDT000619916.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/495/GCA_012531495.1_PDT000619916.1	ECOR-34	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-34 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_35	"""Escherichia coli""[Organism] AND ""ECOR 35""[All Fields]"	1	6848891	GCA_012531375.1	PDT000619917.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/375/GCA_012531375.1_PDT000619917.1	ECOR-35	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-35 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_36	"""Escherichia coli""[Organism] AND ""ECOR 36""[All Fields]"	1	6848871	GCA_012531415.1	PDT000619918.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/415/GCA_012531415.1_PDT000619918.1	ECOR-36	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-36 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_37	"""Escherichia coli""[Organism] AND ""ECOR 37""[All Fields]"	1	6848881	GCA_012531395.1	PDT000619919.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/395/GCA_012531395.1_PDT000619919.1	ECOR-37	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-37 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_38	"""Escherichia coli""[Organism] AND ""ECOR 38""[All Fields]"	1	8030171	GCA_014464715.1	PDT000827768.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/715/GCA_014464715.1_PDT000827768.1	ECOR-38	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-38 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_38	"""Escherichia coli""[Organism] AND ""ECOR 38""[All Fields]"	2	6848841	GCA_012531315.1	PDT000619920.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/315/GCA_012531315.1_PDT000619920.1	ECOR-38	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_39	"""Escherichia coli""[Organism] AND ""ECOR 39""[All Fields]"	1	8030111	GCA_014464595.1	PDT000827769.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/595/GCA_014464595.1_PDT000827769.1	ECOR-39	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-39 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_39	"""Escherichia coli""[Organism] AND ""ECOR 39""[All Fields]"	2	6848861	GCA_012531355.1	PDT000619921.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/355/GCA_012531355.1_PDT000619921.1	ECOR-39	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_40	"""Escherichia coli""[Organism] AND ""ECOR 40""[All Fields]"	1	8030131	GCA_014464635.1	PDT000827770.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/635/GCA_014464635.1_PDT000827770.1	ECOR-40	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-40 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_40	"""Escherichia coli""[Organism] AND ""ECOR 40""[All Fields]"	2	6848701	GCA_012531015.1	PDT000619922.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/015/GCA_012531015.1_PDT000619922.1	ECOR-40	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_41	"""Escherichia coli""[Organism] AND ""ECOR 41""[All Fields]"	1	8030091	GCA_014464555.1	PDT000827771.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/555/GCA_014464555.1_PDT000827771.1	ECOR-41	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-41 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_41	"""Escherichia coli""[Organism] AND ""ECOR 41""[All Fields]"	2	6810971	GCA_012456925.1	PDT000619923.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/456/925/GCA_012456925.1_PDT000619923.1	ECOR-41	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_42	"""Escherichia coli""[Organism] AND ""ECOR 42""[All Fields]"	1	8030151	GCA_014464675.1	PDT000827772.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/675/GCA_014464675.1_PDT000827772.1	ECOR-42	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-42 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_42	"""Escherichia coli""[Organism] AND ""ECOR 42""[All Fields]"	2	6848651	GCA_012530935.1	PDT000619924.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/530/935/GCA_012530935.1_PDT000619924.1	ECOR-42	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_43	"""Escherichia coli""[Organism] AND ""ECOR 43""[All Fields]"	1	6848711	GCA_012531035.1	PDT000619925.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/035/GCA_012531035.1_PDT000619925.1	ECOR-43	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-43 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_46	"""Escherichia coli""[Organism] AND ""ECOR 46""[All Fields]"	1	6838671	GCA_012494605.1	PDT000619928.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/494/605/GCA_012494605.1_PDT000619928.1	ECOR-46	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-46 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_47	"""Escherichia coli""[Organism] AND ""ECOR 47""[All Fields]"	1	6848591	GCA_012530835.1	PDT000619929.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/530/835/GCA_012530835.1_PDT000619929.1	ECOR-47	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-47 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_48	"""Escherichia coli""[Organism] AND ""ECOR 48""[All Fields]"	0								no_candidate	
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_49	"""Escherichia coli""[Organism] AND ""ECOR 49""[All Fields]"	1	6847941	GCA_012529415.1	PDT000619930.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/529/415/GCA_012529415.1_PDT000619930.1	ECOR-49	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-49 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_50	"""Escherichia coli""[Organism] AND ""ECOR 50""[All Fields]"	1	8030061	GCA_014464515.1	PDT000827778.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/515/GCA_014464515.1_PDT000827778.1	ECOR-50	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-50 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_50	"""Escherichia coli""[Organism] AND ""ECOR 50""[All Fields]"	2	6848661	GCA_012530955.1	PDT000619931.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/530/955/GCA_012530955.1_PDT000619931.1	Ecor-50	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_51	"""Escherichia coli""[Organism] AND ""ECOR 51""[All Fields]"	1	6848541	GCA_012530655.1	PDT000619932.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/530/655/GCA_012530655.1_PDT000619932.1	ECOR-51	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-51 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_52	"""Escherichia coli""[Organism] AND ""ECOR 52""[All Fields]"	1	8030011	GCA_014464425.1	PDT000827779.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/425/GCA_014464425.1_PDT000827779.1	ECOR-52	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-52 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_52	"""Escherichia coli""[Organism] AND ""ECOR 52""[All Fields]"	2	6848611	GCA_012530855.1	PDT000619933.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/530/855/GCA_012530855.1_PDT000619933.1	ECOR-52	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_53	"""Escherichia coli""[Organism] AND ""ECOR 53""[All Fields]"	1	8030051	GCA_014464495.1	PDT000827780.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/495/GCA_014464495.1_PDT000827780.1	ECOR-53	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-53 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_53	"""Escherichia coli""[Organism] AND ""ECOR 53""[All Fields]"	2	6848831	GCA_012531295.1	PDT000619934.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/531/295/GCA_012531295.1_PDT000619934.1	ECOR-53	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_54	"""Escherichia coli""[Organism] AND ""ECOR 54""[All Fields]"	1	8029991	GCA_014464385.1	PDT000827781.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/385/GCA_014464385.1_PDT000827781.1	ECOR-54	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-54 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_54	"""Escherichia coli""[Organism] AND ""ECOR 54""[All Fields]"	2	6848621	GCA_012530875.1	PDT000619935.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/530/875/GCA_012530875.1_PDT000619935.1	ECOR-54	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_55	"""Escherichia coli""[Organism] AND ""ECOR 55""[All Fields]"	1	6848631	GCA_012530915.1	PDT000619936.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/530/915/GCA_012530915.1_PDT000619936.1	ECOR-55	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-55 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_56	"""Escherichia coli""[Organism] AND ""ECOR 56""[All Fields]"	1	6848561	GCA_012530755.1	PDT000619937.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/530/755/GCA_012530755.1_PDT000619937.1	ECOR-56	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-56 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_57	"""Escherichia coli""[Organism] AND ""ECOR 57""[All Fields]"	1	8022691	GCA_014450875.1	PDT000827783.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/450/875/GCA_014450875.1_PDT000827783.1	ECOR-57	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-57 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_57	"""Escherichia coli""[Organism] AND ""ECOR 57""[All Fields]"	2	6848641	GCA_012530885.1	PDT000619938.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/530/885/GCA_012530885.1_PDT000619938.1	ECOR-57	rejected	Rejected: another exact assembly was already promoted for this strain.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_59	"""Escherichia coli""[Organism] AND ""ECOR 59""[All Fields]"	1	6848481	GCA_012530595.1	PDT000619940.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/530/595/GCA_012530595.1_PDT000619940.1	ECOR-59	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-59 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_60	"""Escherichia coli""[Organism] AND ""ECOR 60""[All Fields]"	1	8030041	GCA_014464465.1	PDT000827786.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/464/465/GCA_014464465.1_PDT000827786.1	ECOR-60	promoted_exact_assembly	Exact host assembly promoted from NCBI Assembly on 2026-06-08; assembly report gives strain=ECOR-60 and full genome representation.
MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_60	"""Escherichia coli""[Organism] AND ""ECOR 60""[All Fields]"	2	6848471	GCA_012530545.1	PDT000619941.1	Contig	Escherichia coli (E. coli)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/530/545/GCA_012530545.1_PDT000619941.1	ECOR-60	rejected	Rejected: another exact assembly was already promoted for this strain.
