source_key	bacterium	strain	query	candidate_rank	assembly_uid	assembly_accession	assembly_name	assembly_level	organism	ftp_path	reported_strain	review_status	notes
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0182	"""Acinetobacter baumannii""[Organism] AND ""ABPW0182""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0183	"""Acinetobacter baumannii""[Organism] AND ""ABPW0183""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0184	"""Acinetobacter baumannii""[Organism] AND ""ABPW0184""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0185_host	"""Acinetobacter baumannii""[Organism] AND ""ABPW0185 host""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0186	"""Acinetobacter baumannii""[Organism] AND ""ABPW0186""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0187	"""Acinetobacter baumannii""[Organism] AND ""ABPW0187""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0188	"""Acinetobacter baumannii""[Organism] AND ""ABPW0188""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0189	"""Acinetobacter baumannii""[Organism] AND ""ABPW0189""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0190	"""Acinetobacter baumannii""[Organism] AND ""ABPW0190""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0191	"""Acinetobacter baumannii""[Organism] AND ""ABPW0191""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0192	"""Acinetobacter baumannii""[Organism] AND ""ABPW0192""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0193	"""Acinetobacter baumannii""[Organism] AND ""ABPW0193""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0194	"""Acinetobacter baumannii""[Organism] AND ""ABPW0194""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0195	"""Acinetobacter baumannii""[Organism] AND ""ABPW0195""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0196	"""Acinetobacter baumannii""[Organism] AND ""ABPW0196""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0197	"""Acinetobacter baumannii""[Organism] AND ""ABPW0197""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0198	"""Acinetobacter baumannii""[Organism] AND ""ABPW0198""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0199	"""Acinetobacter baumannii""[Organism] AND ""ABPW0199""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Acinetobacter baumannii	ABPW0200	"""Acinetobacter baumannii""[Organism] AND ""ABPW0200""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Klebsiella pneumoniae	K_pneumoniae_control	"""Klebsiella pneumoniae""[Organism] AND ""K pneumoniae control""[All Fields]"	0								no_candidate	
Wintachai2022_vABWU2101	Staphylococcus aureus	MRSA_control	"""Staphylococcus aureus""[Organism] AND ""MRSA control""[All Fields]"	0								no_candidate	
Wintachai2024_vECPW8	Escherichia coli	MDR_APEC_PW001	"""Escherichia coli""[Organism] AND ""MDR APEC PW001""[All Fields]"	0								no_candidate	
Wintachai2024_vECPW8	Escherichia coli	MDR_APEC_PW002	"""Escherichia coli""[Organism] AND ""MDR APEC PW002""[All Fields]"	0								no_candidate	
Wintachai2024_vECPW8	Escherichia coli	MDR_APEC_PW003	"""Escherichia coli""[Organism] AND ""MDR APEC PW003""[All Fields]"	0								no_candidate	
Wintachai2024_vECPW8	Escherichia coli	MDR_APEC_PW004	"""Escherichia coli""[Organism] AND ""MDR APEC PW004""[All Fields]"	0								no_candidate	
Wintachai2024_vECPW8	Escherichia coli	MDR_APEC_PW005_host	"""Escherichia coli""[Organism] AND ""MDR APEC PW005 host""[All Fields]"	0								no_candidate	
Wintachai2024_vECPW8	Escherichia coli	MDR_APEC_PW006	"""Escherichia coli""[Organism] AND ""MDR APEC PW006""[All Fields]"	0								no_candidate	
Wintachai2024_vECPW8	Escherichia coli	MDR_APEC_PW007	"""Escherichia coli""[Organism] AND ""MDR APEC PW007""[All Fields]"	0								no_candidate	
Wintachai2024_vECPW8	Escherichia coli	MDR_APEC_PW008	"""Escherichia coli""[Organism] AND ""MDR APEC PW008""[All Fields]"	0								no_candidate	
